iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
CAN,North America,Canada,03/01/2020,38454328,,0,,,0,,,0,,,0,,,,,,,,,,
CAN,North America,Canada,04/01/2020,38454328,,0,,,0,,,0,,,0,,,,,,,,,,
CAN,North America,Canada,05/01/2020,38454328,,0,,,0,,,0,,,0,,,,,,,,,,
CAN,North America,Canada,06/01/2020,38454328,,0,,,0,,,0,,,0,,,,,,,,,,
CAN,North America,Canada,07/01/2020,38454328,,0,,,0,,,0,,,0,,,,,,,,,,
CAN,North America,Canada,08/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,09/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,10/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,11/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,12/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,13/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,14/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,15/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,16/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,17/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,18/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,19/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,20/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,21/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,22/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,23/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,24/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,25/01/2020,38454328,,0,0,,0,0,,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,26/01/2020,38454328,1,1,0.143,,0,0,0.026,0.026,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,27/01/2020,38454328,1,0,0.143,,0,0,0.026,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,28/01/2020,38454328,2,1,0.286,,0,0,0.052,0.026,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,29/01/2020,38454328,2,0,0.286,,0,0,0.052,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,30/01/2020,38454328,3,1,0.429,,0,0,0.078,0.026,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,31/01/2020,38454328,3,0,0.429,,0,0,0.078,0,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,01/02/2020,38454328,4,1,0.571,,0,0,0.104,0.026,0.015,,0,0,,,,,,,,,
CAN,North America,Canada,02/02/2020,38454328,4,0,0.429,,0,0,0.104,0,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,03/02/2020,38454328,4,0,0.429,,0,0,0.104,0,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,04/02/2020,38454328,8,4,0.857,,0,0,0.208,0.104,0.022,,0,0,,,,,,,,,
CAN,North America,Canada,05/02/2020,38454328,9,1,1,,0,0,0.234,0.026,0.026,,0,0,,,,,,,,,
CAN,North America,Canada,06/02/2020,38454328,9,0,0.857,,0,0,0.234,0,0.022,,0,0,,,,,,,,,
CAN,North America,Canada,07/02/2020,38454328,5,,,,0,0,0.13,,,,0,0,,,,,,,,,
CAN,North America,Canada,08/02/2020,38454328,7,2,1,,0,0,0.182,0.052,0.026,,0,0,,,,,,,,,
CAN,North America,Canada,09/02/2020,38454328,7,0,1,,0,0,0.182,0,0.026,,0,0,,,,,,,,,
CAN,North America,Canada,10/02/2020,38454328,7,0,1,,0,0,0.182,0,0.026,,0,0,,,,,,,,,
CAN,North America,Canada,11/02/2020,38454328,7,0,0.429,,0,0,0.182,0,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,12/02/2020,38454328,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,13/02/2020,38454328,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,14/02/2020,38454328,7,0,0.286,,0,0,0.182,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,15/02/2020,38454328,7,0,0,,0,0,0.182,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,16/02/2020,38454328,7,0,0,,0,0,0.182,0,0,,0,0,,,,,,,,,
CAN,North America,Canada,17/02/2020,38454328,8,1,0.143,,0,0,0.208,0.026,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,18/02/2020,38454328,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,19/02/2020,38454328,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,20/02/2020,38454328,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,21/02/2020,38454328,8,0,0.143,,0,0,0.208,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,22/02/2020,38454328,9,1,0.286,,0,0,0.234,0.026,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,23/02/2020,38454328,9,0,0.286,,0,0,0.234,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,24/02/2020,38454328,9,0,0.143,,0,0,0.234,0,0.004,,0,0,,,,,,,,,
CAN,North America,Canada,25/02/2020,38454328,10,1,0.286,,0,0,0.26,0.026,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,26/02/2020,38454328,10,0,0.286,,0,0,0.26,0,0.007,,0,0,,,,,,,,,
CAN,North America,Canada,27/02/2020,38454328,11,1,0.429,,0,0,0.286,0.026,0.011,,0,0,,,,,,,,,
CAN,North America,Canada,28/02/2020,38454328,12,1,0.571,,0,0,0.312,0.026,0.015,,0,0,,,,,,,,,
CAN,North America,Canada,29/02/2020,38454328,13,1,0.571,,0,0,0.338,0.026,0.015,,0,0,,,,,,,,,
CAN,North America,Canada,01/03/2020,38454328,15,2,0.857,,0,0,0.39,0.052,0.022,,0,0,,,,,,,,,
CAN,North America,Canada,02/03/2020,38454328,15,0,0.857,,0,0,0.39,0,0.022,,0,0,,,,,,,,,
CAN,North America,Canada,03/03/2020,38454328,24,9,2,,0,0,0.624,0.234,0.052,,0,0,,,,,,,,,
CAN,North America,Canada,04/03/2020,38454328,33,9,3.286,,0,0,0.858,0.234,0.085,,0,0,,,,,,,,,
CAN,North America,Canada,05/03/2020,38454328,33,0,3.143,,0,0,0.858,0,0.082,,0,0,,,,,,,,,
CAN,North America,Canada,06/03/2020,38454328,45,12,4.714,,0,0,1.17,0.312,0.123,,0,0,,,,,,,,,
CAN,North America,Canada,07/03/2020,38454328,45,0,4.571,,0,0,1.17,0,0.119,,0,0,,,,,,,,,
CAN,North America,Canada,08/03/2020,38454328,51,6,5.143,,0,0,1.326,0.156,0.134,,0,0,,,,,,,,,
CAN,North America,Canada,09/03/2020,38454328,57,6,6,,0,0,1.482,0.156,0.156,,0,0,2.26,,,,,,,,
CAN,North America,Canada,10/03/2020,38454328,62,5,5.429,1,1,0.143,1.612,0.13,0.141,0.026,0.026,0.004,2.27,,,,,,,,
CAN,North America,Canada,11/03/2020,38454328,77,15,6.286,1,0,0.143,2.002,0.39,0.163,0.026,0,0.004,2.31,,,,,,,,
CAN,North America,Canada,12/03/2020,38454328,103,26,10,1,0,0.143,2.679,0.676,0.26,0.026,0,0.004,2.32,,,,,,,,
CAN,North America,Canada,13/03/2020,38454328,103,0,8.286,1,0,0.143,2.679,0,0.215,0.026,0,0.004,2.34,,,,,,,,
CAN,North America,Canada,14/03/2020,38454328,138,35,13.286,1,0,0.143,3.589,0.91,0.345,0.026,0,0.004,2.34,,,,,,,,
CAN,North America,Canada,15/03/2020,38454328,176,38,17.857,1,0,0.143,4.577,0.988,0.464,0.026,0,0.004,2.35,,,,,,,,
CAN,North America,Canada,16/03/2020,38454328,193,17,19.429,1,0,0.143,5.019,0.442,0.505,0.026,0,0.004,2.36,,,,,,,,
CAN,North America,Canada,17/03/2020,38454328,249,56,26.714,1,0,0,6.475,1.456,0.695,0.026,0,0,2.36,,,,,,,,
CAN,North America,Canada,18/03/2020,38454328,324,75,35.286,4,3,0.429,8.426,1.95,0.918,0.104,0.078,0.011,2.36,,,,,,,,
CAN,North America,Canada,19/03/2020,38454328,424,100,45.857,7,3,0.857,11.026,2.6,1.193,0.182,0.078,0.022,2.34,,,,,,,,
CAN,North America,Canada,20/03/2020,38454328,569,145,66.571,8,1,1,14.797,3.771,1.731,0.208,0.026,0.026,2.32,,,,,,,,
CAN,North America,Canada,21/03/2020,38454328,846,277,101.143,10,2,1.286,22,7.203,2.63,0.26,0.052,0.033,2.3,,,,,,,,
CAN,North America,Canada,22/03/2020,38454328,971,125,113.571,11,1,1.429,25.251,3.251,2.953,0.286,0.026,0.037,2.25,,,,,,,,
CAN,North America,Canada,23/03/2020,38454328,1302,331,158.429,15,4,2,33.858,8.608,4.12,0.39,0.104,0.052,2.2,,,,,,,,
CAN,North America,Canada,24/03/2020,38454328,1430,128,168.714,15,0,2,37.187,3.329,4.387,0.39,0,0.052,2.14,,,,,,,,
CAN,North America,Canada,25/03/2020,38454328,1646,216,188.857,18,3,2,42.804,5.617,4.911,0.468,0.078,0.052,2.08,,,,,,,,
CAN,North America,Canada,26/03/2020,38454328,1959,313,219.286,19,1,1.714,50.944,8.14,5.702,0.494,0.026,0.045,2.02,,,,,,,,
CAN,North America,Canada,27/03/2020,38454328,3385,1426,402.286,22,3,2,88.027,37.083,10.461,0.572,0.078,0.052,1.97,,,,,,,,
CAN,North America,Canada,28/03/2020,38454328,4018,633,453.143,24,2,2,104.488,16.461,11.784,0.624,0.052,0.052,1.91,,,,,,,,
CAN,North America,Canada,29/03/2020,38454328,4675,657,529.143,35,11,3.429,121.573,17.085,13.76,0.91,0.286,0.089,1.86,,,,,,,,
CAN,North America,Canada,30/03/2020,38454328,5386,711,583.429,41,6,3.714,140.062,18.489,15.172,1.066,0.156,0.097,1.8,,,,,,,,
CAN,North America,Canada,31/03/2020,38454328,6255,869,689.286,42,1,3.857,162.66,22.598,17.925,1.092,0.026,0.1,1.75,,,,,,,,
CAN,North America,Canada,01/04/2020,38454328,7424,1169,825.429,56,14,5.429,193.06,30.4,21.465,1.456,0.364,0.141,1.69,207,5.383,841,21.87,,,,
CAN,North America,Canada,02/04/2020,38454328,8536,1112,939.571,63,7,6.286,221.978,28.917,24.433,1.638,0.182,0.163,1.64,225,5.851,571,14.849,,,,
CAN,North America,Canada,03/04/2020,38454328,9595,1059,887.143,72,9,7.143,249.517,27.539,23.07,1.872,0.234,0.186,1.58,228,5.929,596,15.499,,,,
CAN,North America,Canada,04/04/2020,38454328,11268,1673,1035.714,138,66,16.286,293.023,43.506,26.934,3.589,1.716,0.424,1.53,233,6.059,668,17.371,,,,
CAN,North America,Canada,05/04/2020,38454328,12519,1251,1120.571,187,49,21.714,325.555,32.532,29.14,4.863,1.274,0.565,1.48,254,6.605,697,18.125,,,,
CAN,North America,Canada,06/04/2020,38454328,13882,1363,1213.714,231,44,27.143,361,35.445,31.562,6.007,1.144,0.706,1.44,433,11.26,1271,33.052,,,,
CAN,North America,Canada,07/04/2020,38454328,15496,1614,1320.143,280,49,34,402.972,41.972,34.33,7.281,1.274,0.884,1.4,461,11.988,1354,35.211,,,,
CAN,North America,Canada,08/04/2020,38454328,16653,1157,1318.429,323,43,38.143,433.059,30.088,34.286,8.4,1.118,0.992,1.36,493,12.82,1444,37.551,,,,
CAN,North America,Canada,09/04/2020,38454328,17883,1230,1335.286,379,56,45.143,465.045,31.986,34.724,9.856,1.456,1.174,1.33,544,14.147,1654,43.012,,,,
CAN,North America,Canada,10/04/2020,38454328,19274,1391,1382.714,434,55,51.714,501.218,36.173,35.957,11.286,1.43,1.345,1.3,498,12.95,1716,44.624,,,,
CAN,North America,Canada,11/04/2020,38454328,20748,1474,1354.286,508,74,52.857,539.549,38.331,35.218,13.21,1.924,1.375,1.28,509,13.236,1775,46.159,,,,
CAN,North America,Canada,12/04/2020,38454328,22133,1385,1373.429,568,60,54.429,575.566,36.017,35.716,14.771,1.56,1.415,1.27,519,13.497,1832,47.641,,,,
CAN,North America,Canada,13/04/2020,38454328,23301,1168,1345.571,652,84,60.143,605.94,30.374,34.991,16.955,2.184,1.564,1.26,500,13.002,1911,49.695,,,,
CAN,North America,Canada,14/04/2020,38454328,24365,1064,1267,716,64,62.286,633.609,27.669,32.948,18.619,1.664,1.62,1.24,529,13.757,1955,50.84,,,,
CAN,North America,Canada,15/04/2020,38454328,25663,1298,1287.143,779,63,65.143,667.363,33.754,33.472,20.258,1.638,1.694,1.22,522,13.575,2039,53.024,,,,
CAN,North America,Canada,16/04/2020,38454328,27046,1383,1309,902,123,74.714,703.328,35.965,34.04,23.456,3.199,1.943,1.2,527,13.705,2074,53.934,,,,
CAN,North America,Canada,17/04/2020,38454328,28364,1318,1298.571,1009,107,82.143,737.602,34.274,33.769,26.239,2.783,2.136,1.18,525,13.653,2139,55.624,,,,
CAN,North America,Canada,18/04/2020,38454328,30081,1717,1333.286,1191,182,97.571,782.253,44.65,34.672,30.972,4.733,2.537,1.16,515,13.393,2150,55.91,,,,
CAN,North America,Canada,19/04/2020,38454328,31872,1791,1391.286,1306,115,105.429,828.827,46.575,36.18,33.962,2.991,2.742,1.14,534,13.887,2271,59.057,,,,
CAN,North America,Canada,20/04/2020,38454328,33340,1468,1434.143,1464,158,116,867.003,38.175,37.295,38.071,4.109,3.017,1.12,530,13.783,2343,60.929,,,,
CAN,North America,Canada,21/04/2020,38454328,34776,1436,1487.286,1577,113,123,904.346,37.343,38.677,41.01,2.939,3.199,1.1,524,13.627,2406,62.568,,,,
CAN,North America,Canada,22/04/2020,38454328,36822,2046,1594.143,1687,110,129.714,957.552,53.206,41.455,43.87,2.861,3.373,1.09,516,13.419,2560,66.572,,,,
CAN,North America,Canada,23/04/2020,38454328,38412,1590,1623.714,1831,144,132.714,998.899,41.348,42.224,47.615,3.745,3.451,1.07,541,14.069,2632,68.445,,,,
CAN,North America,Canada,24/04/2020,38454328,40179,1767,1687.857,1971,140,137.429,1044.85,45.951,43.893,51.256,3.641,3.574,1.05,525,13.653,2689,69.927,,,,
CAN,North America,Canada,25/04/2020,38454328,42099,1920,1716.857,2143,172,136,1094.779,49.929,44.647,55.728,4.473,3.537,1.04,525,13.653,2708,70.421,,,,
CAN,North America,Canada,26/04/2020,38454328,43877,1778,1715,2299,156,141.857,1141.016,46.237,44.598,59.785,4.057,3.689,1.02,519,13.497,2745,71.383,,,,
CAN,North America,Canada,27/04/2020,38454328,45341,1464,1714.429,2461,162,142.429,1179.087,38.071,44.584,63.998,4.213,3.704,1.01,520,13.523,2855,74.244,,,,
CAN,North America,Canada,28/04/2020,38454328,46884,1543,1729.714,2555,94,139.714,1219.213,40.126,44.981,66.442,2.444,3.633,1,525,13.653,2899,75.388,,,,
CAN,North America,Canada,29/04/2020,38454328,48489,1605,1666.714,2701,146,144.857,1260.95,41.738,43.343,70.239,3.797,3.767,0.99,510,13.262,2954,76.818,,,,
CAN,North America,Canada,30/04/2020,38454328,50015,1526,1657.571,2853,152,146,1300.634,39.683,43.105,74.192,3.953,3.797,0.98,502,13.054,2943,76.532,,,,
CAN,North America,Canada,01/05/2020,38454328,51587,1572,1629.714,2990,137,145.571,1341.513,40.88,42.381,77.755,3.563,3.786,0.97,497,12.924,2978,77.443,,,,
CAN,North America,Canada,02/05/2020,38454328,53225,1638,1589.429,3176,186,147.571,1384.109,42.596,41.333,82.591,4.837,3.838,0.96,498,12.95,2991,77.781,,,,
CAN,North America,Canada,03/05/2020,38454328,55050,1825,1596.143,3382,206,154.714,1431.568,47.459,41.507,87.948,5.357,4.023,0.95,491,12.768,3064,79.679,,,,
CAN,North America,Canada,04/05/2020,38454328,56703,1653,1623.143,3556,174,156.429,1474.554,42.986,42.21,92.473,4.525,4.068,0.94,490,12.742,3101,80.641,,,,
CAN,North America,Canada,05/05/2020,38454328,59463,2760,1797,3671,115,159.429,1546.328,71.773,46.731,95.464,2.991,4.146,0.93,482,12.534,3120,81.135,,,,
CAN,North America,Canada,06/05/2020,38454328,60761,1298,1753.143,3843,172,163.143,1580.082,33.754,45.59,99.937,4.473,4.243,0.92,489,12.716,3103,80.693,,,,
CAN,North America,Canada,07/05/2020,38454328,62035,1274,1717.143,4031,188,168.286,1613.212,33.13,44.654,104.826,4.889,4.376,0.91,466,12.118,3087,80.277,,,,
CAN,North America,Canada,08/05/2020,38454328,63484,1449,1699.571,4220,189,175.714,1650.893,37.681,44.197,109.741,4.915,4.569,0.9,452,11.754,3039,79.029,,,,
CAN,North America,Canada,09/05/2020,38454328,64910,1426,1669.286,4395,175,174.143,1687.976,37.083,43.41,114.291,4.551,4.529,0.9,440,11.442,3089,80.329,,,,
CAN,North America,Canada,10/05/2020,38454328,66422,1512,1624.571,4556,161,167.714,1727.296,39.319,42.247,118.478,4.187,4.361,0.89,429,11.156,3089,80.329,,,,
CAN,North America,Canada,11/05/2020,38454328,67690,1268,1569.571,4679,123,160.429,1760.27,32.974,40.817,121.677,3.199,4.172,0.89,417,10.844,3084,80.199,,,,
CAN,North America,Canada,12/05/2020,38454328,68836,1146,1339,4857,178,169.429,1790.072,29.802,34.821,126.306,4.629,4.406,0.89,420,10.922,3121,81.161,,,,
CAN,North America,Canada,13/05/2020,38454328,69969,1133,1315.429,4979,122,162.286,1819.535,29.464,34.208,129.478,3.173,4.22,0.89,408,10.61,3036,78.951,,,,
CAN,North America,Canada,14/05/2020,38454328,71144,1175,1301.286,5155,176,160.571,1850.091,30.556,33.84,134.055,4.577,4.176,0.89,401,10.428,3064,79.679,,,,
CAN,North America,Canada,15/05/2020,38454328,72265,1121,1254.429,5288,133,152.571,1879.242,29.151,32.621,137.514,3.459,3.968,0.89,395,10.272,3011,78.301,,,,
CAN,North America,Canada,16/05/2020,38454328,73476,1211,1223.714,5456,168,151.571,1910.734,31.492,31.823,141.883,4.369,3.942,0.9,381,9.908,3002,78.067,,,,
CAN,North America,Canada,17/05/2020,38454328,74602,1126,1168.571,5546,90,141.429,1940.016,29.281,30.389,144.223,2.34,3.678,0.89,368,9.57,2950,76.714,,,,
CAN,North America,Canada,18/05/2020,38454328,75853,1251,1166.143,5663,117,140.571,1972.548,32.532,30.325,147.266,3.043,3.656,0.89,374,9.726,3028,78.743,,,,
CAN,North America,Canada,19/05/2020,38454328,76991,1138,1165,5766,103,129.857,2002.141,29.594,30.296,149.944,2.679,3.377,0.88,371,9.648,2776,72.19,,,,
CAN,North America,Canada,20/05/2020,38454328,78061,1070,1156,5826,60,121,2029.967,27.825,30.062,151.504,1.56,3.147,0.88,355,9.232,2709,70.447,,,,
CAN,North America,Canada,21/05/2020,38454328,79101,1040,1136.714,5895,69,105.714,2057.012,27.045,29.56,153.299,1.794,2.749,0.87,346,8.998,2634,68.497,,,,
CAN,North America,Canada,22/05/2020,38454328,80112,1011,1121,6013,118,103.571,2083.303,26.291,29.151,156.367,3.069,2.693,0.86,336,8.738,2567,66.755,,,,
CAN,North America,Canada,23/05/2020,38454328,81313,1201,1119.571,6135,122,97,2114.534,31.232,29.114,159.54,3.173,2.522,0.86,340,8.842,2525,65.662,,,,
CAN,North America,Canada,24/05/2020,38454328,82469,1156,1123.857,6232,97,98,2144.596,30.062,29.226,162.062,2.522,2.548,0.85,340,8.842,2483,64.57,,,,
CAN,North America,Canada,25/05/2020,38454328,83610,1141,1108.143,6335,103,96,2174.268,29.672,28.817,164.741,2.679,2.496,0.84,344,8.946,2524,65.636,,,,
CAN,North America,Canada,26/05/2020,38454328,84688,1078,1099.571,6404,69,91.143,2202.301,28.033,28.594,166.535,1.794,2.37,0.83,350,9.102,2473,64.31,,,,
CAN,North America,Canada,27/05/2020,38454328,85700,1012,1091.286,6525,121,99.857,2228.618,26.317,28.379,169.682,3.147,2.597,0.83,332,8.634,2421,62.958,,,,
CAN,North America,Canada,28/05/2020,38454328,86636,936,1076.429,6619,94,103.429,2252.958,24.341,27.992,172.126,2.444,2.69,0.82,319,8.296,2323,60.409,,,,
CAN,North America,Canada,29/05/2020,38454328,87508,872,1056.571,6745,126,104.571,2275.635,22.676,27.476,175.403,3.277,2.719,0.82,304,7.905,2253,58.589,,,,
CAN,North America,Canada,30/05/2020,38454328,88501,993,1026.857,6857,112,103.143,2301.457,25.823,26.703,178.315,2.913,2.682,0.81,304,7.905,2239,58.225,,,,
CAN,North America,Canada,31/05/2020,38454328,89407,906,991.143,6959,102,103.857,2325.018,23.56,25.775,180.968,2.652,2.701,0.8,302,7.853,2244,58.355,,,,
CAN,North America,Canada,01/06/2020,38454328,90179,772,938.429,7053,94,102.571,2345.094,20.076,24.404,183.412,2.444,2.667,0.79,300,7.801,2217,57.653,,,,
CAN,North America,Canada,02/06/2020,38454328,90936,757,892.571,7275,222,124.429,2364.779,19.686,23.211,189.185,5.773,3.236,0.78,301,7.827,2171,56.457,,,,
CAN,North America,Canada,03/06/2020,38454328,91694,758,856.286,7306,31,111.571,2384.491,19.712,22.268,189.992,0.806,2.901,0.77,284,7.385,2088,54.298,,,,
CAN,North America,Canada,04/06/2020,38454328,92399,705,823.286,7375,69,108,2402.824,18.333,21.409,191.786,1.794,2.809,0.76,265,6.891,1939,50.423,,,,
CAN,North America,Canada,05/06/2020,38454328,93074,675,795.143,7478,103,104.714,2420.378,17.553,20.678,194.464,2.679,2.723,0.75,261,6.787,1845,47.979,,,,
CAN,North America,Canada,06/06/2020,38454328,93715,641,744.857,7617,139,108.571,2437.047,16.669,19.37,198.079,3.615,2.823,0.75,262,6.813,1803,46.887,,,,
CAN,North America,Canada,07/06/2020,38454328,94324,609,702.429,7683,66,103.429,2452.884,15.837,18.267,199.795,1.716,2.69,0.75,252,6.553,1807,46.991,,,,
CAN,North America,Canada,08/06/2020,38454328,95046,722,695.286,7750,67,99.571,2471.659,18.776,18.081,201.538,1.742,2.589,0.74,249,6.475,1771,46.055,,,,
CAN,North America,Canada,09/06/2020,38454328,95688,642,678.857,7776,26,71.571,2488.354,16.695,17.654,202.214,0.676,1.861,0.74,252,6.553,1672,43.48,,,,
CAN,North America,Canada,10/06/2020,38454328,96233,545,648.429,7811,35,72.143,2502.527,14.173,16.862,203.124,0.91,1.876,0.75,249,6.475,1612,41.92,,,,
CAN,North America,Canada,11/06/2020,38454328,96642,409,606.143,7871,60,70.857,2513.163,10.636,15.763,204.684,1.56,1.843,0.75,237,6.163,1550,40.308,,,,
CAN,North America,Canada,12/06/2020,38454328,97114,472,577.143,7933,62,65,2525.437,12.274,15.009,206.297,1.612,1.69,0.75,227,5.903,1447,37.629,,,,
CAN,North America,Canada,13/06/2020,38454328,97519,405,543.429,7968,35,50.143,2535.969,10.532,14.132,207.207,0.91,1.304,0.76,203,5.279,1396,36.303,,,,
CAN,North America,Canada,14/06/2020,38454328,97932,413,515.429,8021,53,48.286,2546.709,10.74,13.404,208.585,1.378,1.256,0.76,199,5.175,1372,35.679,,,,
CAN,North America,Canada,15/06/2020,38454328,98399,467,479,8079,58,47,2558.854,12.144,12.456,210.093,1.508,1.222,0.77,193,5.019,1313,34.144,,,,
CAN,North America,Canada,16/06/2020,38454328,98776,377,441.143,8118,39,48.857,2568.658,9.804,11.472,211.108,1.014,1.271,0.78,182,4.733,1228,31.934,,,,
CAN,North America,Canada,17/06/2020,38454328,99136,360,414.714,8147,29,48,2578.019,9.362,10.785,211.862,0.754,1.248,0.79,166,4.317,1149,29.88,,,,
CAN,North America,Canada,18/06/2020,38454328,99456,320,402,8185,38,44.857,2586.341,8.322,10.454,212.85,0.988,1.167,0.8,159,4.135,1069,27.799,,,,
CAN,North America,Canada,19/06/2020,38454328,99842,386,389.714,8226,41,41.857,2596.379,10.038,10.134,213.916,1.066,1.088,0.81,158,4.109,981,25.511,,,,
CAN,North America,Canada,20/06/2020,38454328,100209,367,384.286,8272,46,43.429,2605.923,9.544,9.993,215.112,1.196,1.129,0.82,166,4.317,960,24.965,,,,
CAN,North America,Canada,21/06/2020,38454328,100618,409,383.714,8318,46,42.429,2616.559,10.636,9.978,216.309,1.196,1.103,0.82,151,3.927,957,24.887,,,,
CAN,North America,Canada,22/06/2020,38454328,101008,390,372.714,8381,63,43.143,2626.7,10.142,9.692,217.947,1.638,1.122,0.83,145,3.771,941,24.471,,,,
CAN,North America,Canada,23/06/2020,38454328,101326,318,364.286,8398,17,40,2634.97,8.27,9.473,218.389,0.442,1.04,0.84,142,3.693,923,24.002,,,,
CAN,North America,Canada,24/06/2020,38454328,101626,300,355.714,8404,6,36.714,2642.771,7.801,9.25,218.545,0.156,0.955,0.85,135,3.511,885,23.014,,,,
CAN,North America,Canada,25/06/2020,38454328,101952,326,356.571,8422,18,33.857,2651.249,8.478,9.273,219.013,0.468,0.88,0.86,127,3.303,871,22.65,,,,
CAN,North America,Canada,26/06/2020,38454328,102231,279,341.286,8451,29,32.143,2658.504,7.255,8.875,219.767,0.754,0.836,0.87,114,2.965,828,21.532,,,,
CAN,North America,Canada,27/06/2020,38454328,102611,380,343.143,8471,20,28.429,2668.386,9.882,8.923,220.287,0.52,0.739,0.88,110,2.861,825,21.454,,,,
CAN,North America,Canada,28/06/2020,38454328,102783,172,309.286,8475,4,22.429,2672.859,4.473,8.043,220.391,0.104,0.583,0.89,107,2.783,805,20.934,,,,
CAN,North America,Canada,29/06/2020,38454328,103021,238,287.571,8482,7,14.429,2679.048,6.189,7.478,220.573,0.182,0.375,0.89,95,2.47,783,20.362,,,,
CAN,North America,Canada,30/06/2020,38454328,103239,218,273.286,8488,6,12.857,2684.717,5.669,7.107,220.729,0.156,0.334,0.9,91,2.366,713,18.541,,,,
CAN,North America,Canada,01/07/2020,38454328,103907,668,325.857,8532,44,18.286,2702.089,17.371,8.474,221.874,1.144,0.476,0.91,87,2.262,704,18.307,,,,
CAN,North America,Canada,02/07/2020,38454328,104193,286,320.143,8556,24,19.143,2709.526,7.437,8.325,222.498,0.624,0.498,0.92,87,2.262,678,17.631,,,,
CAN,North America,Canada,03/07/2020,38454328,104193,0,280.286,8559,3,15.429,2709.526,0,7.289,222.576,0.078,0.401,0.93,81,2.106,657,17.085,,,,
CAN,North America,Canada,04/07/2020,38454328,104760,567,307,8606,47,19.286,2724.271,14.745,7.983,223.798,1.222,0.502,0.94,79,2.054,645,16.773,,,,
CAN,North America,Canada,05/07/2020,38454328,105079,319,328,8627,21,21.714,2732.566,8.296,8.53,224.344,0.546,0.565,0.95,73,1.898,645,16.773,,,,
CAN,North America,Canada,06/07/2020,38454328,105305,226,326.286,8638,11,22.286,2738.443,5.877,8.485,224.63,0.286,0.58,0.97,71,1.846,601,15.629,,,,
