iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
CAN,North America,Canada,23/03/2022,38454328,3409358,3142,5531.571,37276,29,45.571,88659.929,81.707,143.848,969.358,0.754,1.185,1.09,365,9.492,4010,104.28,,,,
CAN,North America,Canada,24/03/2022,38454328,3418920,9562,5979.429,37307,31,42.429,88908.588,248.659,155.494,970.164,0.806,1.103,1.09,368,9.57,4062,105.632,,,,
CAN,North America,Canada,25/03/2022,38454328,3424127,5207,5886.714,37332,25,38.571,89043.995,135.407,153.083,970.814,0.65,1.003,1.09,357,9.284,4025,104.67,,,,
CAN,North America,Canada,26/03/2022,38454328,3430055,5928,5929.143,37366,34,36.143,89198.152,154.157,154.187,971.698,0.884,0.94,1.09,358,9.31,4148,107.868,,,,
CAN,North America,Canada,27/03/2022,38454328,3436006,5951,6024.429,37411,45,37.286,89352.907,154.755,156.665,972.868,1.17,0.97,1.09,362,9.414,4234,110.105,,,,
CAN,North America,Canada,28/03/2022,38454328,3443936,7930,6161.857,37458,47,33.286,89559.126,206.219,160.238,974.091,1.222,0.866,1.1,374,9.726,4248,110.469,,,,
CAN,North America,Canada,29/03/2022,38454328,3450987,7051,6395.857,37486,28,34.143,89742.486,183.36,166.323,974.819,0.728,0.888,1.09,364,9.466,4363,113.459,,,,
CAN,North America,Canada,30/03/2022,38454328,3455005,4018,6521,37499,13,31.857,89846.974,104.488,169.578,975.157,0.338,0.828,1.08,354,9.206,4376,113.797,,,,
CAN,North America,Canada,31/03/2022,38454328,3470852,15847,7418.857,37572,73,37.857,90259.073,412.099,192.926,977.055,1.898,0.984,1.07,341,8.868,4526,117.698,,,,
CAN,North America,Canada,01/04/2022,38454328,3477732,6880,7657.857,37606,34,39.143,90437.987,178.914,199.142,977.939,0.884,1.018,1.05,339,8.816,4592,119.414,,,,
CAN,North America,Canada,02/04/2022,38454328,3484859,7127,7829.143,37626,20,37.143,90623.323,185.337,203.596,978.459,0.52,0.966,1.02,347,9.024,4694,122.067,,,,
CAN,North America,Canada,03/04/2022,38454328,3492403,7544,8056.714,37671,45,37.143,90819.504,196.181,209.514,979.63,1.17,0.966,0.99,345,8.972,4941,128.49,,,,
CAN,North America,Canada,04/04/2022,38454328,3502361,9958,8346.429,37722,51,37.714,91078.461,258.957,217.048,980.956,1.326,0.981,0.97,365,9.492,5111,132.911,,,,
CAN,North America,Canada,05/04/2022,38454328,3511396,9035,8629.857,37754,32,38.286,91313.415,234.954,224.418,981.788,0.832,0.996,0.96,358,9.31,5246,136.422,,,,
CAN,North America,Canada,06/04/2022,38454328,3516383,4987,8768.286,37763,9,37.714,91443.101,129.686,228.018,982.022,0.234,0.981,0.94,360,9.362,5247,136.448,,,,
CAN,North America,Canada,07/04/2022,38454328,3536698,20315,9406.571,37843,80,38.714,91971.39,528.289,244.617,984.102,2.08,1.007,0.92,373,9.7,5526,143.703,,,,
CAN,North America,Canada,08/04/2022,38454328,3544477,7779,9535,37891,48,40.714,92173.682,202.292,247.956,985.351,1.248,1.059,0.91,379,9.856,5514,143.391,,,,
CAN,North America,Canada,09/04/2022,38454328,3552785,8308,9703.714,37935,44,44.143,92389.73,216.049,252.344,986.495,1.144,1.148,0.91,389,10.116,5686,147.864,,,,
CAN,North America,Canada,10/04/2022,38454328,3561059,8274,9808,37977,42,43.714,92604.895,215.164,255.056,987.587,1.092,1.137,0.89,390,10.142,5908,153.637,,,,
CAN,North America,Canada,11/04/2022,38454328,3572834,11775,10067.571,38058,81,48,92911.102,306.207,261.806,989.694,2.106,1.248,0.86,401,10.428,6020,156.549,,,,
CAN,North America,Canada,12/04/2022,38454328,3582502,9668,10158,38099,41,49.286,93162.517,251.415,264.158,990.76,1.066,1.282,0.85,416,10.818,6237,162.192,,,,
CAN,North America,Canada,13/04/2022,38454328,3594377,11875,11142,38127,28,52,93471.325,308.808,289.746,991.488,0.728,1.352,0.86,420,10.922,6241,162.296,,,,
CAN,North America,Canada,14/04/2022,38454328,3607870,13493,10167.429,38206,79,51.857,93822.209,350.884,264.403,993.542,2.054,1.349,0.87,418,10.87,6509,169.266,,,,
CAN,North America,Canada,15/04/2022,38454328,3615478,7608,10143,38239,33,49.714,94020.054,197.845,263.767,994.4,0.858,1.293,0.87,443,11.52,6563,170.67,,,,
CAN,North America,Canada,16/04/2022,38454328,3623497,8019,10101.714,38288,49,50.429,94228.587,208.533,262.694,995.675,1.274,1.311,0.87,451,11.728,6613,171.97,,,,
CAN,North America,Canada,17/04/2022,38454328,3628005,4508,9563.714,38301,13,46.286,94345.817,117.23,248.703,996.013,0.338,1.204,0.87,444,11.546,6800,176.833,,,,
CAN,North America,Canada,18/04/2022,38454328,3639415,11410,9511.571,38399,98,48.714,94642.533,296.716,247.347,998.561,2.548,1.267,0.87,458,11.91,7008,182.242,,,,
CAN,North America,Canada,19/04/2022,38454328,3641974,2559,8496,38400,1,43,94709.079,66.546,220.937,998.587,0.026,1.118,0.86,454,11.806,7045,183.204,,,,
CAN,North America,Canada,20/04/2022,38454328,3660904,18930,9503.857,38498,98,53,95201.352,492.272,247.147,1001.136,2.548,1.378,0.85,450,11.702,7004,182.138,,,,
CAN,North America,Canada,21/04/2022,38454328,3672228,11324,9194,38569,71,51.857,95495.831,294.479,239.089,1002.982,1.846,1.349,0.85,428,11.13,7097,184.557,,,,
CAN,North America,Canada,22/04/2022,38454328,3675828,3600,8621.429,38633,64,56.286,95589.448,93.618,224.199,1004.646,1.664,1.464,0.85,432,11.234,7060,183.594,,,,
CAN,North America,Canada,23/04/2022,38454328,3683908,8080,8630.143,38688,55,57.143,95799.568,210.119,224.426,1006.077,1.43,1.486,0.84,455,11.832,7076,184.01,,,,
CAN,North America,Canada,24/04/2022,38454328,3691252,7344,9035.286,38753,65,64.571,95990.548,190.98,234.961,1007.767,1.69,1.679,0.84,452,11.754,7179,186.689,,,,
CAN,North America,Canada,25/04/2022,38454328,3703861,12609,9206.571,38919,166,74.286,96318.443,327.895,239.416,1012.084,4.317,1.932,0.83,453,11.78,7281,189.341,,,,
CAN,North America,Canada,26/04/2022,38454328,3709722,5861,9678.286,38945,26,77.857,96470.858,152.415,251.683,1012.76,0.676,2.025,0.83,443,11.52,7199,187.209,,,,
CAN,North America,Canada,27/04/2022,38454328,3718673,8951,8252.714,38979,34,68.714,96703.627,232.77,214.611,1013.644,0.884,1.787,0.82,454,11.806,7217,187.677,,,,
CAN,North America,Canada,28/04/2022,38454328,3730608,11935,8340,39089,110,74.286,97013.995,310.368,216.881,1016.505,2.861,1.932,0.81,442,11.494,7182,186.767,,,,
CAN,North America,Canada,29/04/2022,38454328,3735778,5170,8564.286,39138,49,72.143,97148.441,134.445,222.713,1017.779,1.274,1.876,0.81,415,10.792,7033,182.892,,,,
CAN,North America,Canada,30/04/2022,38454328,3741251,5473,8191.857,39182,44,70.571,97290.765,142.325,213.028,1018.923,1.144,1.835,0.8,403,10.48,6953,180.812,,,,
CAN,North America,Canada,01/05/2022,38454328,3745771,4520,7788.429,39230,48,68.143,97408.307,117.542,202.537,1020.171,1.248,1.772,0.8,434,11.286,7048,183.282,,,,
CAN,North America,Canada,02/05/2022,38454328,3755705,9934,7406.286,39401,171,68.857,97666.64,258.332,192.6,1024.618,4.447,1.791,0.8,420,10.922,7112,184.947,,,,
CAN,North America,Canada,03/05/2022,38454328,3759077,3372,7050.714,39424,23,68.429,97754.328,87.688,183.353,1025.216,0.598,1.779,0.8,420,10.922,7059,183.568,,,,
CAN,North America,Canada,04/05/2022,38454328,3764846,5769,6596.143,39450,26,67.286,97904.35,150.022,171.532,1025.892,0.676,1.75,0.8,421,10.948,7083,184.193,,,,
CAN,North America,Canada,05/05/2022,38454328,3774557,9711,6278.429,39563,113,67.714,98156.884,252.533,163.27,1028.831,2.939,1.761,0.79,399,10.376,6845,178.003,,,,
CAN,North America,Canada,06/05/2022,38454328,3778826,4269,6149.714,39627,64,69.857,98267.898,111.015,159.923,1030.495,1.664,1.817,0.79,388,10.09,6690,173.973,,,,
CAN,North America,Canada,07/05/2022,38454328,3783063,4237,5973.143,39677,50,70.714,98378.081,110.183,155.331,1031.795,1.3,1.839,0.79,377,9.804,6496,168.928,,,,
CAN,North America,Canada,08/05/2022,38454328,3786840,3777,5867,39716,39,69.429,98476.302,98.22,152.571,1032.81,1.014,1.805,0.79,367,9.544,6593,171.45,,,,
CAN,North America,Canada,09/05/2022,38454328,3795055,8215,5621.429,39906,190,72.143,98689.932,213.63,146.185,1037.751,4.941,1.876,0.79,356,9.258,6579,171.086,,,,
CAN,North America,Canada,10/05/2022,38454328,3797861,2806,5540.571,39918,12,70.571,98762.901,72.97,144.082,1038.063,0.312,1.835,0.79,340,8.842,6407,166.613,,,,
CAN,North America,Canada,11/05/2022,38454328,3802946,5085,5442.857,39941,23,70.143,98895.136,132.235,141.541,1038.661,0.598,1.824,0.79,344,8.946,6421,166.977,,,,
CAN,North America,Canada,12/05/2022,38454328,3810164,7218,5086.714,40071,130,72.571,99082.839,187.703,132.279,1042.041,3.381,1.887,0.79,334,8.686,6168,160.398,,,,
CAN,North America,Canada,13/05/2022,38454328,3813337,3173,4930.143,40130,59,71.857,99165.353,82.513,128.208,1043.576,1.534,1.869,0.78,319,8.296,5897,153.351,,,,
CAN,North America,Canada,14/05/2022,38454328,3816326,2989,4751.857,40169,39,70.286,99243.081,77.729,123.571,1044.59,1.014,1.828,0.78,316,8.218,5794,150.672,,,,
CAN,North America,Canada,15/05/2022,38454328,3819258,2932,4631.143,40217,48,71.571,99319.328,76.246,120.432,1045.838,1.248,1.861,0.79,329,8.556,5867,152.571,,,,
CAN,North America,Canada,16/05/2022,38454328,3825522,6264,4352.429,40432,215,75.143,99482.222,162.895,113.184,1051.429,5.591,1.954,0.79,331,8.608,5834,151.712,,,,
CAN,North America,Canada,17/05/2022,38454328,3827771,2249,4272.857,40442,10,74.857,99540.707,58.485,111.115,1051.689,0.26,1.947,0.8,329,8.556,5752,149.58,,,,
CAN,North America,Canada,18/05/2022,38454328,3831832,4061,4126.571,40473,31,76,99646.313,105.606,107.311,1052.495,0.806,1.976,0.8,327,8.504,5719,148.722,,,,
CAN,North America,Canada,19/05/2022,38454328,3837440,5608,3896.571,40560,87,69.857,99792.148,145.835,101.33,1054.758,2.262,1.817,0.79,327,8.504,5448,141.675,,,,
CAN,North America,Canada,20/05/2022,38454328,3839956,2516,3802.714,40591,31,65.857,99857.576,65.428,98.889,1055.564,0.806,1.713,0.79,319,8.296,5004,130.128,,,,
CAN,North America,Canada,21/05/2022,38454328,3842213,2257,3698.143,40628,37,65.571,99916.27,58.693,96.17,1056.526,0.962,1.705,0.79,308,8.01,5078,132.053,,,,
CAN,North America,Canada,22/05/2022,38454328,3844313,2100,3579.286,40664,36,63.857,99970.88,54.61,93.079,1057.462,0.936,1.661,0.79,300,7.801,5047,131.247,,,,
CAN,North America,Canada,23/05/2022,38454328,3849203,4890,3383,40791,127,51.286,100098.044,127.164,87.974,1060.765,3.303,1.334,0.79,295,7.671,5064,131.689,,,,
CAN,North America,Canada,24/05/2022,38454328,3850749,1546,3282.571,40798,7,50.857,100138.247,40.204,85.363,1060.947,0.182,1.323,0.8,300,7.801,4999,129.998,,,,
CAN,North America,Canada,25/05/2022,38454328,3853371,2622,3077,40813,15,48.571,100206.432,68.185,80.017,1061.337,0.39,1.263,0.81,296,7.697,4973,129.322,,,,
CAN,North America,Canada,26/05/2022,38454328,3857528,4157,2869.714,40872,59,44.571,100314.534,108.102,74.627,1062.871,1.534,1.159,0.82,273,7.099,4708,122.431,,,,
CAN,North America,Canada,27/05/2022,38454328,3858954,1426,2714,40910,38,45.571,100351.617,37.083,70.577,1063.859,0.988,1.185,0.83,250,6.501,4519,117.516,,,,
CAN,North America,Canada,28/05/2022,38454328,3860958,2004,2677.857,40942,32,44.857,100403.731,52.114,69.637,1064.692,0.832,1.167,0.84,246,6.397,4392,114.213,,,,
CAN,North America,Canada,29/05/2022,38454328,3862713,1755,2628.571,40967,25,43.286,100449.369,45.639,68.356,1065.342,0.65,1.126,0.85,247,6.423,4452,115.774,,,,
CAN,North America,Canada,30/05/2022,38454328,3866979,4266,2539.429,41134,167,49,100560.306,110.937,66.038,1069.685,4.343,1.274,0.85,245,6.371,4393,114.239,,,,
CAN,North America,Canada,31/05/2022,38454328,3868315,1336,2509.429,41136,2,48.286,100595.049,34.743,65.257,1069.737,0.052,1.256,0.86,231,6.007,4165,108.31,,,,
CAN,North America,Canada,01/06/2022,38454328,3870891,2576,2502.857,41146,10,47.571,100662.037,66.989,65.086,1069.997,0.26,1.237,0.87,228,5.929,4129,107.374,,,,
CAN,North America,Canada,02/06/2022,38454328,3874747,3856,2459.857,41220,74,49.714,100762.312,100.275,63.968,1071.921,1.924,1.293,0.88,217,5.643,3995,103.889,,,,
CAN,North America,Canada,03/06/2022,38454328,3876564,1817,2515.714,41253,33,49,100809.563,47.251,65.421,1072.779,0.858,1.274,0.89,201,5.227,3840,99.859,,,,
CAN,North America,Canada,04/06/2022,38454328,3878307,1743,2478.429,41261,8,45.571,100854.889,45.326,64.451,1072.987,0.208,1.185,0.9,194,5.045,3755,97.648,,,,
CAN,North America,Canada,05/06/2022,38454328,3879739,1432,2432.286,41271,10,43.429,100892.128,37.239,63.251,1073.247,0.26,1.129,0.92,199,5.175,3729,96.972,,,,
CAN,North America,Canada,06/06/2022,38454328,3880640,901,1951.571,41281,10,21,100915.559,23.43,50.75,1073.507,0.26,0.546,0.93,196,5.097,3717,96.66,,,,
CAN,North America,Canada,07/06/2022,38454328,3881350,710,1862.143,41284,3,21.143,100934.022,18.463,48.425,1073.585,0.078,0.55,0.94,187,4.863,3632,94.45,,,,
CAN,North America,Canada,08/06/2022,38454328,3883221,1871,1761.429,41300,16,22,100982.677,48.655,45.806,1074.001,0.416,0.572,0.95,190,4.941,3618,94.086,,,,
CAN,North America,Canada,09/06/2022,38454328,3885553,2332,1543.714,41314,14,13.429,101043.321,60.643,40.144,1074.365,0.364,0.349,0.96,177,4.603,3510,91.277,,,,
CAN,North America,Canada,10/06/2022,38454328,3889420,3867,1836.571,41348,34,13.571,101143.882,100.561,47.76,1075.25,0.884,0.353,0.98,176,4.577,3457,89.899,,,,
CAN,North America,Canada,11/06/2022,38454328,3892409,2989,2014.571,41348,0,12.429,101221.61,77.729,52.389,1075.25,0,0.323,0.98,170,4.421,3448,89.665,,,,
CAN,North America,Canada,12/06/2022,38454328,3892409,0,1810,41348,0,11,101221.61,0,47.069,1075.25,0,0.286,0.98,168,4.369,3451,89.743,,,,
CAN,North America,Canada,13/06/2022,38454328,3892409,0,1681.286,41348,0,9.571,101221.61,0,43.722,1075.25,0,0.249,0.97,180,4.681,3457,89.899,,,,
CAN,North America,Canada,14/06/2022,38454328,3892409,0,1579.857,41348,0,9.143,101221.61,0,41.084,1075.25,0,0.238,0.96,167,4.343,3311,86.102,,,,
CAN,North America,Canada,15/06/2022,38454328,3892409,0,1312.571,41348,0,6.857,101221.61,0,34.133,1075.25,0,0.178,0.95,170,4.421,3302,85.868,,,,
CAN,North America,Canada,16/06/2022,38454328,3892409,0,979.429,41348,0,4.857,101221.61,0,25.47,1075.25,0,0.126,0.96,157,4.083,3259,84.75,,,,
CAN,North America,Canada,17/06/2022,38454328,3892409,0,427,41348,0,0,101221.61,0,11.104,1075.25,0,0,0.97,158,4.109,3170,82.435,,,,
CAN,North America,Canada,18/06/2022,38454328,3908537,16128,2304,41861,513,73.286,101641.017,419.407,59.915,1088.59,13.341,1.906,1,150,3.901,3161,82.201,,,,
CAN,North America,Canada,19/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.01,159,4.135,3212,83.528,,,,
CAN,North America,Canada,20/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.03,170,4.421,3272,85.088,,,,
CAN,North America,Canada,21/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.04,168,4.369,3292,85.608,,,,
CAN,North America,Canada,22/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.05,166,4.317,3282,85.348,,,,
CAN,North America,Canada,23/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.06,167,4.343,3249,84.49,,,,
CAN,North America,Canada,24/06/2022,38454328,3908537,0,2304,41861,0,73.286,101641.017,0,59.915,1088.59,0,1.906,1.08,156,4.057,3189,82.93,,,,
CAN,North America,Canada,25/06/2022,38454328,3924192,15655,2236.429,42003,142,20.286,102048.123,407.106,58.158,1092.283,3.693,0.528,1.1,154,4.005,3176,82.591,,,,
CAN,North America,Canada,26/06/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.11,163,4.239,3191,82.982,,,,
CAN,North America,Canada,27/06/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.12,167,4.343,3345,86.986,,,,
CAN,North America,Canada,28/06/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.13,168,4.369,3402,88.469,,,,
CAN,North America,Canada,29/06/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.14,168,4.369,3406,88.573,,,,
CAN,North America,Canada,30/06/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.15,178,4.629,3299,85.79,,,,
CAN,North America,Canada,01/07/2022,38454328,3924192,0,2236.429,42003,0,20.286,102048.123,0,58.158,1092.283,0,0.528,1.16,166,4.317,3344,86.96,,,,
CAN,North America,Canada,02/07/2022,38454328,3941572,17380,2482.857,42140,137,19.571,102500.088,451.965,64.566,1095.845,3.563,0.509,1.18,166,4.317,3369,87.61,,,,
CAN,North America,Canada,03/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.19,170,4.421,3434,89.301,,,,
CAN,North America,Canada,04/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.2,182,4.733,3639,94.632,,,,
CAN,North America,Canada,05/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.22,188,4.889,3698,96.166,,,,
CAN,North America,Canada,06/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.22,189,4.915,3716,96.634,,,,
CAN,North America,Canada,07/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.24,201,5.227,3816,99.235,,,,
CAN,North America,Canada,08/07/2022,38454328,3941572,0,2482.857,42140,0,19.571,102500.088,0,64.566,1095.845,0,0.509,1.24,200,5.201,3923,102.017,,,,
CAN,North America,Canada,09/07/2022,38454328,3964476,22904,3272,42304,164,23.429,103095.704,595.616,85.088,1100.11,4.265,0.609,1.25,211,5.487,3952,102.771,,,,
CAN,North America,Canada,10/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.27,208,5.409,3994,103.863,,,,
CAN,North America,Canada,11/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.29,214,5.565,4200,109.22,,,,
CAN,North America,Canada,12/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.31,223,5.799,4342,112.913,,,,
CAN,North America,Canada,13/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.34,218,5.669,4339,112.835,,,,
CAN,North America,Canada,14/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.36,213,5.539,4604,119.726,,,,
CAN,North America,Canada,15/07/2022,38454328,3964476,0,3272,42304,0,23.429,103095.704,0,85.088,1100.11,0,0.609,1.32,202,5.253,4573,118.92,,,,
CAN,North America,Canada,16/07/2022,38454328,3991448,26972,3853.143,42484,180,25.714,103797.107,701.403,100.2,1104.791,4.681,0.669,1.29,194,5.045,4601,119.648,,,,
CAN,North America,Canada,17/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.26,204,5.305,4752,123.575,,,,
CAN,North America,Canada,18/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.25,229,5.955,4925,128.074,,,,
CAN,North America,Canada,19/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.24,240,6.241,5184,134.809,,,,
CAN,North America,Canada,20/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.2,238,6.189,5175,134.575,,,,
CAN,North America,Canada,21/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.17,236,6.137,5219,135.719,,,,
CAN,North America,Canada,22/07/2022,38454328,3991448,0,3853.143,42484,0,25.714,103797.107,0,100.2,1104.791,0,0.669,1.15,245,6.371,5079,132.079,,,,
CAN,North America,Canada,23/07/2022,38454328,4023128,31680,4525.714,42706,222,31.714,104620.941,823.834,117.691,1110.564,5.773,0.825,1.13,249,6.475,5081,132.131,,,,
CAN,North America,Canada,24/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.11,250,6.501,5273,137.124,,,,
CAN,North America,Canada,25/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.09,258,6.709,5347,139.048,,,,
CAN,North America,Canada,26/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.06,276,7.177,5515,143.417,,,,
CAN,North America,Canada,27/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.04,273,7.099,5496,142.923,,,,
CAN,North America,Canada,28/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.02,283,7.359,5472,142.299,,,,
CAN,North America,Canada,29/07/2022,38454328,4023128,0,4525.714,42706,0,31.714,104620.941,0,117.691,1110.564,0,0.825,1.01,285,7.411,5313,138.164,,,,
CAN,North America,Canada,30/07/2022,38454328,4056490,33362,4766,42996,290,41.429,105488.516,867.575,123.939,1118.106,7.541,1.077,1,285,7.411,5282,137.358,,,,
CAN,North America,Canada,31/07/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,1,301,7.827,5270,137.046,,,,
CAN,North America,Canada,01/08/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,0.99,291,7.567,5388,140.114,,,,
CAN,North America,Canada,02/08/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,0.98,299,7.775,5464,142.091,,,,
CAN,North America,Canada,03/08/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,0.97,300,7.801,5515,143.417,,,,
CAN,North America,Canada,04/08/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,0.97,275,7.151,5266,136.942,,,,
CAN,North America,Canada,05/08/2022,38454328,4056490,0,4766,42996,0,41.429,105488.516,0,123.939,1118.106,0,1.077,0.96,264,6.865,5216,135.641,,,,
CAN,North America,Canada,06/08/2022,38454328,4085444,28954,4136.286,43250,254,36.286,106241.461,752.945,107.564,1124.711,6.605,0.944,0.95,264,6.865,5146,133.821,,,,
CAN,North America,Canada,07/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.95,266,6.917,5211,135.511,,,,
CAN,North America,Canada,08/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.94,274,7.125,5170,134.445,,,,
CAN,North America,Canada,09/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.93,262,6.813,5329,138.58,,,,
CAN,North America,Canada,10/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.95,262,6.813,5336,138.762,,,,
CAN,North America,Canada,11/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.96,262,6.813,5195,135.095,,,,
CAN,North America,Canada,12/08/2022,38454328,4085444,0,4136.286,43250,0,36.286,106241.461,0,107.564,1124.711,0,0.944,0.96,267,6.943,5104,132.729,,,,
CAN,North America,Canada,13/08/2022,38454328,4111005,25561,3651.571,43562,312,44.571,106906.172,664.711,94.959,1132.824,8.114,1.159,0.95,260,6.761,5131,133.431,,,,
CAN,North America,Canada,14/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.96,257,6.683,5185,134.835,,,,
CAN,North America,Canada,15/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.97,248,6.449,5186,134.861,,,,
CAN,North America,Canada,16/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.98,245,6.371,5275,137.176,,,,
CAN,North America,Canada,17/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.97,248,6.449,5268,136.994,,,,
CAN,North America,Canada,18/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.96,246,6.397,5254,136.63,,,,
CAN,North America,Canada,19/08/2022,38454328,4111005,0,3651.571,43562,0,44.571,106906.172,0,94.959,1132.824,0,1.159,0.96,245,6.371,5197,135.147,,,,
CAN,North America,Canada,20/08/2022,38454328,4135599,24594,3513.429,43843,281,40.143,107545.736,639.564,91.366,1140.132,7.307,1.044,0.96,248,6.449,5183,134.783,,,,
CAN,North America,Canada,21/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.96,253,6.579,5256,136.682,,,,
CAN,North America,Canada,22/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.95,255,6.631,5220,135.745,,,,
CAN,North America,Canada,23/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.95,262,6.813,5334,138.71,,,,
CAN,North America,Canada,24/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.95,263,6.839,5340,138.866,,,,
CAN,North America,Canada,25/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.94,249,6.475,5220,135.745,,,,
CAN,North America,Canada,26/08/2022,38454328,4135599,0,3513.429,43843,0,40.143,107545.736,0,91.366,1140.132,0,1.044,0.95,249,6.475,5154,134.029,,,,
CAN,North America,Canada,27/08/2022,38454328,4158808,23209,3315.571,44148,305,43.571,108149.283,603.547,86.221,1148.063,7.931,1.133,0.95,261,6.787,5105,132.755,,,,
